word1,word2,sim,wmean
клевер,уход,0.0,0.136565
агитация,плакат,1.0,0.387337
агитация,пропаганда,1.0,0.667756
агитация,любитель,0.0,0.113542
агитация,место,0.0,0.116875
азиат,азия,1.0,0.465016
азиат,начало,0.0,0.071532
секрет,компания,1.0,0.158545
секрет,пароль,1.0,0.275514
секрет,загадка,1.0,0.504808
секрет,шкатулка,1.0,0.357181
секрет,квартет,1.0,0.223046
секрет,тайна,1.0,0.616850
секрет,леонидов,1.0,0.164294
секрет,шифр,1.0,0.335382
секрет,отверстие,0.0,0.144978
секрет,сирия,0.0,0.126273
секрет,марш,0.0,0.120132
секрет,сервис,0.0,0.213770
секрет,барабанщик,0.0,0.158986
секрет,севастополь,0.0,0.088583
секрет,павловский,0.0,0.059525
секрет,боб,0.0,0.177658
полено,костёр,1.0,0.452652
полено,чурка,1.0,0.450277
полено,дерево,1.0,0.484242
полено,буратино,1.0,0.346554
полено,бревно,1.0,0.504792
полено,дрова,1.0,0.597530
полено,календарь,0.0,0.148457
полено,умерший,0.0,0.152351
полено,бомба,0.0,0.181832
полено,виктория,0.0,0.075072
полено,чудо,0.0,0.154542
полено,облик,0.0,0.079511
хищник,рысь,1.0,0.479354
хищник,мясо,1.0,0.412856
хищник,добыча,1.0,0.440255
хищник,волк,1.0,0.557332
хищник,зверь,1.0,0.631101
хищник,тигр,1.0,0.510825
хищник,лев,1.0,0.436982
хищник,пароход,0.0,0.187271
хищник,нева,0.0,0.158776
хищник,мюзикл,0.0,0.126398
хищник,арт,0.0,0.143908
хищник,горка,0.0,0.102684
хищник,княгиня,0.0,0.064084
хищник,заметка,0.0,0.074004
закладка,страница,1.0,0.350079
закладка,книга,1.0,0.295632
закладка,обл,0.0,0.108422
закладка,царь,0.0,0.112696
кварц,песок,1.0,0.457701
кварц,минерал,1.0,0.596182
кварц,кристалл,1.0,0.524321
кварц,камень,1.0,0.477347
кварц,заведение,0.0,0.081614
кварц,вывод,0.0,0.090379
кварц,дух,0.0,0.077528
кварц,столетие,0.0,0.060419
загривок,лошадь,1.0,0.377672
загривок,грива,1.0,0.469844
загривок,вес,0.0,0.169586
загривок,африка,0.0,0.135764
анекдот,лопата,1.0,0.139065
анекдот,история,1.0,0.437677
анекдот,борода,1.0,0.346093
анекдот,баян,1.0,0.245703
анекдот,штирлиц,1.0,0.419061
анекдот,юмор,1.0,0.501440
анекдот,тёща,1.0,0.257246
анекдот,смех,1.0,0.419532
анекдот,вовочка,1.0,0.452350
анекдот,шутка,1.0,0.518722
анекдот,век,0.0,0.163901
анекдот,декабрь,0.0,0.115299
анекдот,река,0.0,0.096342
анекдот,группа,0.0,0.073614
анекдот,имя,0.0,0.169480
анекдот,октябрь,0.0,0.088107
анекдот,июль,0.0,0.076898
анекдот,мир,0.0,0.167006
анекдот,август,0.0,0.083231
анекдот,июнь,0.0,0.079074
перхоть,волосы,1.0,0.418313
перхоть,кожа,1.0,0.420634
перхоть,шампунь,1.0,0.525902
перхоть,трава,0.0,0.237823
перхоть,семя,0.0,0.154600
перхоть,железо,0.0,0.180620
удостоверение,ксива,1.0,0.356775
удостоверение,паспорт,1.0,0.598845
удостоверение,петербуржец,0.0,0.141040
удостоверение,монархия,0.0,0.136130
сито,мука,1.0,0.404394
сито,решето,1.0,0.531501
сито,дуршлаг,1.0,0.481317
сито,просеивание,1.0,0.403797
сито,троица,0.0,0.106064
сито,стрелок,0.0,0.123957
сито,микрорайон,0.0,0.104821
сито,максимум,0.0,0.145524
ремешок,часы,1.0,0.334572
ремешок,стекло,0.0,0.283999
аватар,эйва,1.0,0.187723
аватар,воплощение,1.0,0.428773
аватар,ник,1.0,0.350271
аватар,время,0.0,0.126343
аватар,год,0.0,0.125101
аватар,район,0.0,0.084951
аэростат,шар,1.0,0.523857
аэростат,сын,0.0,0.054064
сталактит,пещера,1.0,0.534194
сталактит,сталагмит,1.0,0.712195
сталактит,кора,0.0,0.208275
сталактит,узбекистан,0.0,0.145549
днк,геном,1.0,0.610557
днк,спираль,1.0,0.464940
днк,код,1.0,0.354344
днк,молекула,1.0,0.603984
днк,рнк,1.0,0.660589
днк,хромосомы,1.0,0.527571
днк,биология,1.0,0.342977
днк,хромосома,1.0,0.592338
днк,ген,1.0,0.573442
днк,активность,0.0,0.244854
днк,требование,0.0,0.143181
днк,бригада,0.0,0.144374
днк,гражданин,0.0,0.128594
днк,продажа,0.0,0.127402
днк,администрация,0.0,0.134802
днк,сообщество,0.0,0.176525
днк,полковник,0.0,0.123061
днк,поход,0.0,0.115926
пропан,бутан,1.0,0.582349
пропан,газ,1.0,0.563498
пропан,возвышенность,0.0,0.100387
пропан,прокат,0.0,0.224296
синтоизм,япония,1.0,0.413404
синтоизм,репрессия,0.0,0.146991
грация,кошка,1.0,0.305834
грация,балерина,1.0,0.392994
грация,красота,1.0,0.603595
грация,сеть,0.0,0.077902
грация,леон,0.0,0.206303
грация,автодорога,0.0,0.075203
саженец,деревце,1.0,0.551509
саженец,трактат,0.0,0.125630
антисанитария,грязь,1.0,0.406221
антисанитария,сентябрь,0.0,0.115693
пьеха,эдита,1.0,0.486422
пьеха,форум,0.0,0.133830
дтп,происшествие,1.0,0.528907
дтп,авария,1.0,0.644327
дтп,андрей,0.0,0.161179
дтп,реформа,0.0,0.155885
эпос,былина,1.0,0.585993
эпос,легенда,1.0,0.514284
эпос,конвенция,0.0,0.101572
эпос,подкрепление,0.0,0.115338
турбина,гидроэлектростанция,1.0,0.473427
турбина,двигатель,1.0,0.581576
турбина,гул,1.0,0.312086
турбина,самолёт,1.0,0.309235
турбина,затрата,0.0,0.231673
турбина,альянс,0.0,0.125877
турбина,переименование,0.0,0.142152
турбина,компенсация,0.0,0.184219
сердцевина,яблоко,1.0,0.452640
сердцевина,прогресс,0.0,0.134456
магнит,магазин,1.0,0.394138
магнит,полярность,1.0,0.442771
магнит,компас,1.0,0.384169
магнит,поле,1.0,0.291732
магнит,тесла,1.0,0.232236
магнит,полюс,1.0,0.453889
магнит,индукция,1.0,0.337388
магнит,холодильник,1.0,0.389119
магнит,притяжение,1.0,0.480078
магнит,железо,1.0,0.352508
магнит,разработчик,0.0,0.133021
магнит,мэр,0.0,0.063200
магнит,кантон,0.0,0.084002
магнит,осада,0.0,0.092062
магнит,диплом,0.0,0.089949
магнит,анатолий,0.0,0.119208
магнит,ценность,0.0,0.141307
магнит,предшественник,0.0,0.138391
магнит,компонент,0.0,0.221372
магнит,обслуживание,0.0,0.114264
ландыш,цветок,1.0,0.586221
ландыш,сектор,0.0,0.077019
гугл,хром,1.0,0.263796
гугл,поиск,1.0,0.366625
гугл,яндекс,1.0,0.478093
гугл,ситуация,0.0,0.098949
гугл,круг,0.0,0.103303
гугл,рождение,0.0,0.086787
разочарование,обида,1.0,0.534070
разочарование,уныние,1.0,0.555430
разочарование,вертолет,0.0,0.097200
разочарование,ангел,0.0,0.125714
множество,сонм,1.0,0.408859
множество,подмножество,1.0,0.514831
множество,математика,1.0,0.226228
множество,хутор,0.0,0.122620
множество,вул,0.0,0.108204
множество,полуфинал,0.0,0.100140
инфляция,экономика,1.0,0.511866
инфляция,специальность,0.0,0.100771
моргание,мигание,1.0,0.550623
моргание,различие,0.0,0.153688
брюква,корнеплод,1.0,0.545294
брюква,тыква,1.0,0.564121
брюква,овощ,1.0,0.513627
брюква,счет,0.0,0.104452
брюква,искусство,0.0,0.114778
брюква,друг,0.0,0.104509
карьера,работа,1.0,0.367508
карьера,бог,0.0,0.069252
планета,уран,1.0,0.459866
планета,воздух,1.0,0.312858
планета,жизнь,1.0,0.313965
планета,инопланетяне,1.0,0.431246
планета,земля,1.0,0.563737
планета,космос,1.0,0.524526
планета,сатурн,1.0,0.541388
планета,спутник,1.0,0.549255
планета,марс,1.0,0.579560
планета,галактика,1.0,0.585414
планета,венера,1.0,0.569106
планета,планетоид,1.0,0.542709
планета,меркурий,1.0,0.491751
планета,геоид,1.0,0.353188
планета,звезда,1.0,0.497061
планета,плутон,1.0,0.531542
планета,вселенная,1.0,0.504500
планета,солнце,1.0,0.488294
планета,сфера,1.0,0.392067
планета,юпитер,1.0,0.580351
планета,притяжение,1.0,0.434540
планета,планетарий,1.0,0.457960
планета,мир,1.0,0.401332
планета,люди,1.0,0.266623
планета,орбита,1.0,0.618618
планета,звёзды,1.0,0.376672
планета,нептун,1.0,0.535016
планета,луна,1.0,0.533117
планета,железяка,1.0,0.305714
планета,ядро,1.0,0.350836
планета,атмосфера,1.0,0.468822
планета,шар,1.0,0.395789
планета,астероид,1.0,0.562940
планета,глобус,1.0,0.354387
планета,франц,0.0,0.097212
планета,смертный,0.0,0.154791
планета,разница,0.0,0.152196
планета,разрыв,0.0,0.137738
планета,шанс,0.0,0.226996
планета,снаряд,0.0,0.184942
планета,русло,0.0,0.109623
планета,попадание,0.0,0.153484
планета,рекомендация,0.0,0.124679
планета,демонстрация,0.0,0.109089
планета,метрополитен,0.0,0.113344
планета,поставка,0.0,0.092667
планета,софия,0.0,0.199250
планета,ствол,0.0,0.153530
планета,фасад,0.0,0.116191
планета,драматург,0.0,0.097664
планета,сербия,0.0,0.131753
планета,фраза,0.0,0.161029
планета,фортепиано,0.0,0.065630
планета,пакет,0.0,0.180697
планета,обсуждение,0.0,0.115641
планета,балл,0.0,0.120092
планета,местечко,0.0,0.155882
планета,бакалавр,0.0,0.130015
планета,строчка,0.0,0.172033
планета,убийца,0.0,0.168157
планета,нагрузка,0.0,0.172218
планета,сталин,0.0,0.078431
планета,красота,0.0,0.265355
планета,модернизация,0.0,0.126050
планета,зеландия,0.0,0.215823
планета,людовик,0.0,0.180127
планета,выделение,0.0,0.149080
планета,дирижер,0.0,0.113259
желатин,мармелад,1.0,0.450806
желатин,исследователь,0.0,0.106717
сума,тюрьма,1.0,0.202308
сума,сумка,1.0,0.433892
сума,краска,0.0,0.114293
сума,государь,0.0,0.131975
получка,зарплата,1.0,0.486745
получка,аванс,1.0,0.521608
получка,инвестор,0.0,0.179704
получка,разум,0.0,0.097032
доступ,контроль,1.0,0.421177
доступ,разрешение,1.0,0.396885
доступ,ограничение,1.0,0.419565
доступ,коатуу,0.0,0.102042
доступ,тур,0.0,0.136608
доступ,огонь,0.0,0.142836
коммунист,большевик,1.0,0.611389
коммунист,письмо,0.0,0.175599
олимпиада,соревнования,1.0,0.417817
олимпиада,медаль,1.0,0.391878
олимпиада,ссср,1.0,0.223561
олимпиада,сочи,1.0,0.451080
олимпиада,олимп,1.0,0.398135
олимпиада,стадион,1.0,0.352947
олимпиада,соревнование,1.0,0.545554
олимпиада,спорт,1.0,0.436046
олимпиада,факел,1.0,0.229349
олимпиада,кольца,1.0,0.155343
олимпиада,огонь,1.0,0.178225
олимпиада,вокзал,0.0,0.167328
олимпиада,лицензия,0.0,0.226600
олимпиада,рукопись,0.0,0.093309
олимпиада,подавление,0.0,0.141120
олимпиада,прекращение,0.0,0.121061
олимпиада,леонид,0.0,0.273763
олимпиада,христианин,0.0,0.070933
олимпиада,тыл,0.0,0.132804
олимпиада,повреждение,0.0,0.076377
олимпиада,астероид,0.0,0.086768
олимпиада,урал,0.0,0.150813
иван-чай,иван-да-марья,1.0,0.298241
иван-чай,чай,1.0,0.364367
иван-чай,рыба,0.0,0.145177
иван-чай,поколение,0.0,0.075582
жилище,квартира,1.0,0.459660
жилище,нора,1.0,0.443132
жилище,дом,1.0,0.531596
жилище,сериал,0.0,0.110718
жилище,атака,0.0,0.085885
жилище,представление,0.0,0.200647
ус,сом,1.0,0.290096
ус,кит,1.0,0.214873
ус,комикс,0.0,0.093047
ус,сара,0.0,0.170065
рост,бамбук,1.0,0.149869
рост,метр,1.0,0.341363
рост,прогресс,1.0,0.462630
рост,размер,1.0,0.441961
рост,дерево,1.0,0.267889
рост,высота,1.0,0.430904
рост,развитие,1.0,0.539805
рост,азиат,0.0,0.126249
рост,кама,0.0,0.101525
рост,полотнище,0.0,0.125650
рост,александровский,0.0,0.069440
рост,гидроузел,0.0,0.106166
рост,коммуникация,0.0,0.192501
рост,джозеф,0.0,0.127526
штирлиц,кино,1.0,0.222032
штирлиц,разведчик,1.0,0.414601
штирлиц,тихонов,1.0,0.374721
штирлиц,анекдот,1.0,0.418061
штирлиц,фильм,1.0,0.315538
штирлиц,шпион,1.0,0.373409
штирлиц,таллин,0.0,0.163427
штирлиц,диктатура,0.0,0.175354
штирлиц,максимович,0.0,0.199269
штирлиц,дзержинский,0.0,0.202373
штирлиц,национал,0.0,0.214268
штирлиц,белогвардеец,0.0,0.239517
ной,ковчег,1.0,0.366945
ной,оборот,0.0,0.117814
ботаника,растение,1.0,0.465986
ботаника,биология,1.0,0.597336
ботаника,растения,1.0,0.399529
ботаника,строительство,0.0,0.092919
ботаника,президент,0.0,0.139978
ботаника,победа,0.0,0.057406
оазис,мираж,1.0,0.397250
оазис,пустыня,1.0,0.577094
оазис,пальма,1.0,0.397842
оазис,пальмы,1.0,0.372613
оазис,жажда,1.0,0.149969
оазис,свадьба,0.0,0.088215
оазис,кадр,0.0,0.111386
оазис,кавалер,0.0,0.049183
оазис,разделение,0.0,0.119264
оазис,бедность,0.0,0.126362
фонтан,кит,1.0,0.282481
фонтан,парк,1.0,0.462598
фонтан,вднх,1.0,0.303542
фонтан,струи,1.0,0.463379
фонтан,вдв,1.0,0.111647
фонтан,грамотность,0.0,0.082640
фонтан,рис,0.0,0.122373
фонтан,предпочтение,0.0,0.110363
фонтан,виталий,0.0,0.090462
фонтан,пророк,0.0,0.120821
бонифаций,лев,1.0,0.374123
бонифаций,партия,0.0,0.133472
цейлон,индия,1.0,0.561063
цейлон,чай,1.0,0.245593
цейлон,гильдия,0.0,0.152573
цейлон,котел,0.0,0.151605
дыра,яма,1.0,0.439325
дыра,нора,1.0,0.356029
дыра,проём,1.0,0.360136
дыра,дупло,1.0,0.326802
дыра,отверстие,1.0,0.544329
дыра,космос,1.0,0.376680
дыра,лаз,1.0,0.375067
дыра,забор,1.0,0.419176
дыра,сыр,1.0,0.169797
дыра,речь,0.0,0.118133
дыра,зрение,0.0,0.143083
дыра,природа,0.0,0.195625
дыра,сумма,0.0,0.169931
дыра,полоса,0.0,0.353004
дыра,киев,0.0,0.081086
дыра,конфликт,0.0,0.103259
дыра,порт,0.0,0.116558
дыра,любовь,0.0,0.112553
крыша,конёк,1.0,0.337077
крыша,строение,1.0,0.451416
крыша,труба,1.0,0.477299
крыша,шифер,1.0,0.535581
крыша,защита,1.0,0.318308
крыша,карлсон,1.0,0.295770
крыша,чердак,1.0,0.570549
крыша,дом,1.0,0.483016
крыша,жесть,1.0,0.413694
крыша,флюгер,1.0,0.498208
крыша,черепица,1.0,0.579991
крыша,купол,1.0,0.553847
крыша,договор,0.0,0.101562
крыша,фирма,0.0,0.242066
крыша,муж,0.0,0.139805
крыша,родина,0.0,0.139471
крыша,район,0.0,0.212479
крыша,восстание,0.0,0.107571
крыша,побережье,0.0,0.168186
крыша,опыт,0.0,0.084521
крыша,бригада,0.0,0.278441
крыша,сравнение,0.0,0.099452
крыша,зависимость,0.0,0.123956
крыша,режим,0.0,0.138701
вычисление,математика,1.0,0.472084
вычисление,калькулятор,1.0,0.467245
вычисление,мастер,0.0,0.122836
вычисление,отряд,0.0,0.101525
конденсатор,ёмкость,1.0,0.472285
конденсатор,резистор,1.0,0.664613
конденсатор,отказ,0.0,0.153208
конденсатор,американец,0.0,0.083074
мох,дерево,1.0,0.533593
мох,лишайник,1.0,0.627291
мох,север,1.0,0.188248
мох,ягель,1.0,0.526431
мох,лес,1.0,0.515112
мох,щит,0.0,0.183650
мох,резиденция,0.0,0.103332
мох,преобразование,0.0,0.097335
мох,млрд,0.0,0.102181
мох,доска,0.0,0.243204
лимон,витамин,1.0,0.387280
лимон,апельсин,1.0,0.653934
лимон,кислятина,1.0,0.289423
лимон,чай,1.0,0.513255
лимон,лайм,1.0,0.549811
лимон,долька,1.0,0.505611
лимон,кислота,1.0,0.323100
лимон,цитрус,1.0,0.566283
лимон,лимонад,1.0,0.561681
лимон,дворянин,0.0,0.139725
лимон,таблица,0.0,0.078754
лимон,майор,0.0,0.155341
лимон,взаимодействие,0.0,0.114351
лимон,игорь,0.0,0.151215
лимон,топоним,0.0,0.103678
лимон,пехота,0.0,0.076526
лимон,еврей,0.0,0.085873
лимон,планета,0.0,0.072142
ряд,фибоначчи,1.0,0.297109
ряд,числа,1.0,0.329959
ряд,фурье,1.0,0.329294
ряд,место,1.0,0.354817
ряд,строй,1.0,0.374523
ряд,шеренга,1.0,0.429083
ряд,последовательность,1.0,0.339810
ряд,адольф,0.0,0.125965
ряд,венеция,0.0,0.167693
ряд,профессионал,0.0,0.108916
ряд,интерфейс,0.0,0.151204
ряд,дева,0.0,0.076107
ряд,форсирование,0.0,0.138828
ряд,объяснение,0.0,0.194906
последовательность,число,1.0,0.323957
последовательность,алгоритм,1.0,0.447767
последовательность,фибоначчи,1.0,0.409379
последовательность,порядок,1.0,0.344921
последовательность,числа,1.0,0.327624
последовательность,ряд,1.0,0.353703
последовательность,закономерность,1.0,0.468672
последовательность,цепочка,1.0,0.417535
последовательность,спартак,0.0,0.117032
последовательность,делегация,0.0,0.096980
последовательность,приобретение,0.0,0.224986
последовательность,мощь,0.0,0.124349
последовательность,находка,0.0,0.116070
последовательность,делегат,0.0,0.112748
последовательность,пролив,0.0,0.087419
последовательность,стефан,0.0,0.112615
культура,цивилизация,1.0,0.579935
культура,телеканал,1.0,0.328259
культура,история,1.0,0.485405
культура,музей,1.0,0.386706
культура,искусство,1.0,0.550922
культура,греция,1.0,0.336541
культура,мышление,1.0,0.388701
культура,институт,1.0,0.384801
культура,пребывание,0.0,0.127101
культура,захватчик,0.0,0.140125
культура,контакт,0.0,0.249158
культура,добыча,0.0,0.147783
культура,имущество,0.0,0.180776
культура,секунда,0.0,0.103339
культура,разведка,0.0,0.159543
культура,раунд,0.0,0.082594
водопровод,трубы,1.0,0.443431
водопровод,вода,1.0,0.553290
водопровод,труба,1.0,0.533036
водопровод,кран,1.0,0.511116
водопровод,альбом,0.0,0.074932
водопровод,председатель,0.0,0.114637
водопровод,событие,0.0,0.095613
водопровод,основание,0.0,0.157958
киоск,газета,1.0,0.377677
киоск,ларёк,1.0,0.569007
киоск,союзпечать,1.0,0.533748
киоск,нападение,0.0,0.113893
киоск,иоанн,0.0,0.076095
киоск,джеймс,0.0,0.118278
усы,хвост,1.0,0.429706
усы,мультсериал,0.0,0.121758
шварценеггер,терминатор,1.0,0.469237
шварценеггер,иск,0.0,0.147963
знахарь,лекарь,1.0,0.616842
знахарь,шаман,1.0,0.581764
знахарь,губернатор,0.0,0.117688
знахарь,архитектура,0.0,0.078628
шалаш,ленин,1.0,0.212135
шалаш,пгт,0.0,0.165292
степ,танец,1.0,0.305200
степ,чечётка,1.0,0.339516
степ,рождественский,0.0,0.105057
степ,михайловский,0.0,0.125306
раскольников,старушка,1.0,0.288873
раскольников,достоевский,1.0,0.509711
раскольников,топор,1.0,0.291395
раскольников,показание,0.0,0.202689
раскольников,нквд,0.0,0.198025
раскольников,верфь,0.0,0.076150
поклажа,багаж,1.0,0.513886
поклажа,поворот,0.0,0.164964
цска,кони,1.0,0.245126
цска,спартак,1.0,0.668326
цска,казна,0.0,0.121721
цска,десятка,0.0,0.148664
львица,лев,1.0,0.561238
львица,купец,0.0,0.164326
крейсер,корабль,1.0,0.629360
крейсер,варяг,1.0,0.474190
крейсер,томас,0.0,0.169777
крейсер,заседание,0.0,0.116275
аптека,колёса,1.0,0.084180
аптека,фармацевт,1.0,0.555279
аптека,презерватив,1.0,0.275924
аптека,лекарства,1.0,0.483836
аптека,лекарство,1.0,0.567745
аптека,травы,1.0,0.224759
аптека,рецепт,1.0,0.419862
аптека,улица,1.0,0.381018
аптека,ночь,1.0,0.199115
аптека,фонарь,1.0,0.357136
аптека,весы,1.0,0.192188
аптека,история,0.0,0.102975
аптека,семья,0.0,0.149809
аптека,ссср,0.0,0.092226
аптека,качество,0.0,0.170749
аптека,страна,0.0,0.119982
аптека,вид,0.0,0.125621
аптека,член,0.0,0.094134
аптека,перепись,0.0,0.116536
аптека,совет,0.0,0.168849
аптека,участие,0.0,0.074407
аптека,русский,0.0,0.127375
подлец,негодяй,1.0,0.631300
подлец,протокол,0.0,0.112310
статика,динамика,1.0,0.580955
статика,декан,0.0,0.164135
барьер,преграда,1.0,0.574860
барьер,препятствие,1.0,0.608319
барьер,забор,1.0,0.391093
барьер,момент,0.0,0.215496
барьер,интоксикация,0.0,0.134382
барьер,управление,0.0,0.144064
прямоугольник,треугольник,1.0,0.670917
прямоугольник,геометрия,1.0,0.350929
прямоугольник,квадрат,1.0,0.644075
прямоугольник,переезд,0.0,0.134385
прямоугольник,адам,0.0,0.062589
прямоугольник,преступник,0.0,0.135308
бровь,глаз,1.0,0.512427
бровь,деятель,0.0,0.086180
минет,рот,1.0,0.234603
минет,бренд,0.0,0.094468
попугай,удав,1.0,0.478590
попугай,пиастры,1.0,0.226080
попугай,птица,1.0,0.572791
попугай,повтор,1.0,0.128024
попугай,ара,1.0,0.407128
попугай,хохолок,1.0,0.396515
попугай,какаду,1.0,0.565100
попугай,пират,1.0,0.363665
попугай,клетка,1.0,0.419028
попугай,попка,1.0,0.386102
попугай,кеша,1.0,0.372641
попугай,комментарий,0.0,0.136838
попугай,смертный,0.0,0.087269
попугай,покупка,0.0,0.098243
попугай,трагедия,0.0,0.116207
попугай,разногласие,0.0,0.070609
попугай,градус,0.0,0.128254
попугай,наследство,0.0,0.094843
попугай,последователь,0.0,0.137700
попугай,ущерб,0.0,0.067539
попугай,покров,0.0,0.129380
попугай,репутация,0.0,0.122576
ругань,ссора,1.0,0.537196
ругань,мат,1.0,0.458963
ругань,брань,1.0,0.615958
ругань,мвд,0.0,0.149239
ругань,сэр,0.0,0.100279
ругань,проживание,0.0,0.151409
нищий,принц,1.0,0.418380
нищий,бомж,1.0,0.511833
нищий,выходец,0.0,0.220835
нищий,словарь,0.0,0.134155
фрак,дирижёр,1.0,0.304165
фрак,пиджак,1.0,0.543119
фрак,труп,0.0,0.185196
фрак,прошение,0.0,0.149051
фукусима,япония,1.0,0.292957
фукусима,клан,0.0,0.147607
берег,прибой,1.0,0.471172
берег,набережная,1.0,0.489212
берег,обрыв,1.0,0.502366
берег,озеро,1.0,0.584419
берег,река,1.0,0.616753
берег,пляж,1.0,0.499052
берег,волна,1.0,0.382636
берег,море,1.0,0.548470
берег,суша,1.0,0.460555
берег,маяк,1.0,0.403071
берег,чили,1.0,0.259518
берег,вода,1.0,0.415664
берег,волны,1.0,0.369958
берег,песок,1.0,0.422872
берег,камни,1.0,0.330642
берег,лодка,1.0,0.463453
берег,пальмы,1.0,0.306801
берег,ракушки,1.0,0.301403
берег,галька,1.0,0.408031
берег,развитие,0.0,0.117851
берег,случай,0.0,0.154032
берег,представитель,0.0,0.093474
берег,степень,0.0,0.078193
берег,организация,0.0,0.078741
берег,цель,0.0,0.151160
берег,окончание,0.0,0.083374
берег,действие,0.0,0.105254
берег,сезон,0.0,0.179466
берег,штат,0.0,0.173557
берег,основа,0.0,0.066640
берег,создание,0.0,0.080497
берег,ребенок,0.0,0.112418
берег,войско,0.0,0.257806
берег,отношение,0.0,0.109275
берег,проект,0.0,0.149007
берег,право,0.0,0.159403
берег,армия,0.0,0.242250
берег,республика,0.0,0.208311
опечатка,помарка,1.0,0.466773
опечатка,буква,1.0,0.400157
опечатка,клавиатура,1.0,0.274196
опечатка,ошибка,1.0,0.570476
опечатка,фигня,1.0,0.194799
опечатка,долг,0.0,0.102895
опечатка,запуск,0.0,0.131888
опечатка,принадлежность,0.0,0.215953
опечатка,ран,0.0,0.090478
опечатка,казак,0.0,0.080553
грипп,заболевание,1.0,0.575657
грипп,ангина,1.0,0.632810
грипп,температура,1.0,0.356876
грипп,болезнь,1.0,0.536269
грипп,эпидемия,1.0,0.603439
грипп,вирус,1.0,0.626198
грипп,орз,1.0,0.617162
грипп,простуда,1.0,0.641889
грипп,кашель,1.0,0.507653
грипп,футбол,0.0,0.131628
грипп,модель,0.0,0.091933
грипп,сайт,0.0,0.146939
грипп,увлечение,0.0,0.164778
грипп,переход,0.0,0.108248
грипп,тренер,0.0,0.136211
грипп,местность,0.0,0.104917
грипп,знак,0.0,0.065718
грипп,освобождение,0.0,0.081851
засор,вантуз,1.0,0.374632
засор,жертва,0.0,0.114018
солоха,гоголь,1.0,0.238539
солоха,курган,0.0,0.316920
снаряд,танк,1.0,0.524155
снаряд,заряд,1.0,0.540956
снаряд,пушка,1.0,0.594351
снаряд,ядро,1.0,0.423913
снаряд,префектура,0.0,0.092859
снаряд,течение,0.0,0.106009
снаряд,волк,0.0,0.112698
снаряд,планета,0.0,0.171292
дантес,дуэль,1.0,0.486587
дантес,пушкин,1.0,0.509262
дантес,назначение,0.0,0.129536
дантес,азия,0.0,0.092756
демиург,творец,1.0,0.594605
демиург,бог,1.0,0.482950
демиург,собор,0.0,0.118872
демиург,растение,0.0,0.136912
юнец,юноша,1.0,0.528334
юнец,неприятель,0.0,0.184582
экстрим,адреналин,1.0,0.372826
экстрим,паркур,1.0,0.411026
экстрим,парашют,1.0,0.254031
экстрим,богдан,0.0,0.112373
экстрим,кавер-версия,0.0,0.128408
экстрим,аниме,0.0,0.214696
ноу-хау,новинка,1.0,0.197007
ноу-хау,ркка,0.0,0.123427
продвижение,сайт,1.0,0.296270
продвижение,реклама,1.0,0.404693
продвижение,снг,0.0,0.243711
продвижение,баку,0.0,0.100803
ложь,намёк,1.0,0.345034
ложь,ненависть,1.0,0.437331
ложь,измена,1.0,0.462113
ложь,предательство,1.0,0.512393
ложь,блажь,1.0,0.256042
ложь,сказка,1.0,0.422651
ложь,враньё,1.0,0.433258
ложь,притворство,1.0,0.529365
ложь,истина,1.0,0.540911
ложь,вымысел,1.0,0.532836
ложь,отношения,1.0,0.236868
ложь,обман,1.0,0.611100
ложь,враки,1.0,0.356500
ложь,хитрость,1.0,0.426917
ложь,брехня,1.0,0.442405
ложь,правда,1.0,0.506183
ложь,спасение,1.0,0.359555
ложь,неправда,1.0,0.607369
ложь,кривда,1.0,0.404822
ложь,разряд,0.0,0.086097
ложь,самка,0.0,0.090471
ложь,воеводство,0.0,0.060597
ложь,параметр,0.0,0.109205
ложь,имение,0.0,0.093554
ложь,госпиталь,0.0,0.073259
ложь,портрет,0.0,0.107038
ложь,приглашение,0.0,0.109457
ложь,компьютер,0.0,0.119249
ложь,ирландия,0.0,0.099063
ложь,релиз,0.0,0.110258
ложь,царство,0.0,0.215884
ложь,майкл,0.0,0.134780
ложь,полузащитник,0.0,0.065101
ложь,подполковник,0.0,0.071559
ложь,башкортостан,0.0,0.086176
ложь,федор,0.0,0.094971
ложь,возрождение,0.0,0.126100
ложь,публика,0.0,0.218024
лишайник,мох,1.0,0.627291
лишайник,сооружение,0.0,0.142114
производство,цех,1.0,0.523250
производство,индустрия,1.0,0.483120
производство,конвейер,1.0,0.434886
производство,работа,1.0,0.418128
производство,фабрика,1.0,0.529909
производство,сырьё,1.0,0.441414
производство,промышленность,1.0,0.569328
производство,предприятие,1.0,0.584638
производство,директор,1.0,0.320059
производство,завод,1.0,0.609930
производство,машина,1.0,0.363820
производство,станислав,0.0,0.118613
производство,кмет,0.0,0.082973
производство,илья,0.0,0.112185
производство,стебель,0.0,0.107756
производство,гнездо,0.0,0.100987
производство,синод,0.0,0.091370
производство,кандидатура,0.0,0.126672
производство,украинец,0.0,0.083139
производство,группа,0.0,0.200951
производство,верста,0.0,0.077430
производство,парень,0.0,0.092026
вернадский,учёный,1.0,0.308207
вернадский,ноосфера,1.0,0.486427
вернадский,проспект,1.0,0.411583
вернадский,труд,0.0,0.206970
вернадский,борьба,0.0,0.107190
вернадский,фронт,0.0,0.140695
