word1,word2,sim,wmean
рытье,подкапывание,1.0,0.806415
рытье,копание,1.0,0.926451
рытье,взрывание,1.0,0.804673
рытье,подкоп,1.0,0.815731
рытье,подрыв,1.0,0.799568
рытье,расшвыривание,1.0,0.748995
рытье,перебирание,1.0,0.789536
рытье,прокопка,1.0,0.799662
рытье,прокапывание,1.0,0.900002
рытье,прорывка,1.0,0.788684
рытье,переборка,1.0,0.615411
рытье,раскидывание,1.0,0.790411
рытье,выкопка,1.0,0.906184
рытье,дорывание,1.0,0.884890
рытье,прорытие,1.0,0.809917
рытье,копка,1.0,0.923929
рытье,прорывание,1.0,0.801512
рытье,разрытие,1.0,0.905853
рытье,выкапывание,1.0,0.928502
рытье,веточка,0.0,0.167413
рытье,лесостепь,0.0,0.019975
рытье,оплодотворение,0.0,0.172670
рытье,белозерский,0.0,0.019380
рытье,мамонт,0.0,0.324246
рытье,откос,0.0,0.358173
рытье,коллаборационист,0.0,0.013575
рытье,экспортер,0.0,0.243412
рытье,грива,0.0,0.229928
рытье,приднестровье,0.0,0.296847
рытье,сорока,0.0,0.011163
рытье,пекарня,0.0,0.218682
рытье,коттедж,0.0,0.341589
рытье,вильсон,0.0,0.009911
рытье,кувшин,0.0,0.294090
рытье,нассау,0.0,0.011907
рытье,молодняк,0.0,0.346501
рытье,подкова,0.0,0.295372
рытье,тасмания,0.0,0.022628
рытье,таракан,0.0,0.026795
рытье,потепление,0.0,0.349756
рытье,сена,0.0,0.031615
рытье,прыгун,0.0,0.200309
рытье,разгрузка,0.0,0.442101
инвентарь,измеритель,1.0,0.574521
инвентарь,оборудование,1.0,0.930063
инвентарь,орудие,1.0,0.655641
инвентарь,витрина,1.0,0.582997
инвентарь,теплооборудование,1.0,0.730226
инвентарь,арматура,1.0,0.671866
инвентарь,инженерия,1.0,0.681600
инвентарь,печь,1.0,0.580216
инвентарь,пылеочиститель,1.0,0.549920
инвентарь,авионика,1.0,0.623014
инвентарь,медоборудование,1.0,0.611676
инвентарь,уполномоченный,0.0,0.019227
инвентарь,рассвет,0.0,0.334917
инвентарь,передвижение,0.0,0.457702
инвентарь,никольский,0.0,0.010430
инвентарь,ильич,0.0,0.004719
инвентарь,регулирование,0.0,0.497825
инвентарь,братство,0.0,0.355234
инвентарь,хельсинки,0.0,0.129260
инвентарь,банда,0.0,0.350627
инвентарь,удержание,0.0,0.384245
инвентарь,экс,0.0,0.011491
патриот,персона,1.0,0.695171
патриот,патриотка,1.0,0.965548
патриот,обозрение,0.0,0.310775
патриот,шри-ланка,0.0,0.427179
баритон,вокалист,1.0,0.668030
баритон,турнир,0.0,0.255733
изнеможение,изнуренность,1.0,0.900410
изнеможение,измождение,1.0,0.912785
изнеможение,изнеможенность,1.0,0.924970
изнеможение,заезженность,1.0,0.893417
изнеможение,усталость,1.0,0.885183
изнеможение,яма,0.0,0.323482
изнеможение,византия,0.0,0.267482
изнеможение,проба,0.0,0.305890
изнеможение,котел,0.0,0.301399
изнеможение,зверь,0.0,0.446868
сатана,вельзевул,1.0,0.945358
сатана,дьявол,1.0,0.965256
сатана,чертик,1.0,0.910622
сатана,черт,1.0,0.925201
сатана,люциферов,1.0,0.922971
сатана,демон,1.0,0.955372
сатана,искуситель,1.0,0.943720
сатана,люцифер,1.0,0.957765
сатана,покой,0.0,0.245810
сатана,шлем,0.0,0.136539
сатана,молодость,0.0,0.159643
сатана,поляк,0.0,0.318494
сатана,екатеринбург,0.0,0.204992
сатана,обновление,0.0,0.303435
сатана,купол,0.0,0.247326
сатана,юстиция,0.0,0.359045
франция,республика,1.0,0.716387
франция,группа,0.0,0.353437
бытность,отстояние,1.0,0.595436
бытность,висение,1.0,0.587072
бытность,нарастание,1.0,0.600082
бытность,накапливание,1.0,0.603574
бытность,произрастание,1.0,0.605401
бытность,прохождение,1.0,0.603389
бытность,расстановка,1.0,0.600949
бытность,увенчивание,1.0,0.595314
бытность,пролегание,1.0,0.587615
бытность,доминирование,1.0,0.601623
бытность,отстаивание,1.0,0.614042
бытность,связь,1.0,0.188908
бытность,стояние,1.0,0.610162
бытность,проживание,1.0,0.629047
бытность,сидение,1.0,0.620904
бытность,времяпрепровождение,1.0,0.578667
бытность,просиживание,1.0,0.607309
бытность,замыкание,1.0,0.603177
бытность,позирование,1.0,0.586085
бытность,скапливание,1.0,0.593639
бытность,позиция,1.0,0.612137
бытность,расположение,1.0,0.603064
бытность,отношение,1.0,0.190323
бытность,лежание,1.0,0.628927
бытность,простаивание,1.0,0.595488
бытность,увенчание,1.0,0.586319
бытность,ожидание,1.0,0.609182
бытность,возлежание,1.0,0.589469
бытность,времяпровождение,1.0,0.609776
бытность,присутствие,1.0,0.686264
бытность,расположенность,1.0,0.611727
бытность,положение,1.0,0.541277
бытность,соседство,1.0,0.609320
бытность,больница,0.0,0.477076
бытность,сопротивление,0.0,0.215997
бытность,лейтенант,0.0,0.350427
бытность,борис,0.0,0.031056
бытность,адрес,0.0,0.443518
бытность,специальность,0.0,0.041674
бытность,генерал-майор,0.0,0.312819
бытность,швеция,0.0,0.338567
бытность,епархия,0.0,0.366588
бытность,ока,0.0,0.274012
бытность,продолжение,0.0,0.208586
бытность,ворота,0.0,0.376487
бытность,угроза,0.0,0.337634
бытность,губернатор,0.0,0.239708
бытность,давление,0.0,0.005247
бытность,завершение,0.0,0.023511
бытность,колледж,0.0,0.356816
бытность,сложность,0.0,0.227654
бытность,советник,0.0,0.322098
бытность,престол,0.0,0.288158
бытность,болгария,0.0,0.336069
бытность,утро,0.0,0.406787
бытность,цикл,0.0,0.386100
бытность,польза,0.0,0.036342
бытность,сооружение,0.0,0.450162
бытность,экспедиция,0.0,0.483805
бытность,мужество,0.0,0.208764
бытность,юрий,0.0,0.029892
бытность,организатор,0.0,0.027695
бытность,распоряжение,0.0,0.050128
бытность,знамя,0.0,0.314381
бытность,заведение,0.0,0.039294
бытность,чин,0.0,0.324642
окрашивание,подкрашивание,1.0,0.819394
окрашивание,покрытие,1.0,0.798979
окрашивание,перекраска,1.0,0.780374
окрашивание,докрашивание,1.0,0.966420
окрашивание,краска,1.0,0.907288
окрашивание,окраска,1.0,0.915189
окрашивание,изменение,1.0,0.618890
окрашивание,тонировка,1.0,0.781541
окрашивание,перекрашивание,1.0,0.811002
окрашивание,покраска,1.0,0.913556
окрашивание,пигментирование,1.0,0.785941
окрашивание,пигментация,1.0,0.800634
окрашивание,тонирование,1.0,0.807799
окрашивание,крашение,1.0,0.929852
окрашивание,извлечение,0.0,0.456517
окрашивание,кол,0.0,0.327447
окрашивание,джунгли,0.0,0.424618
окрашивание,фотоаппарат,0.0,0.349967
окрашивание,хлопок,0.0,0.279496
окрашивание,номенклатура,0.0,0.118741
окрашивание,крыса,0.0,0.143353
окрашивание,стела,0.0,0.197095
окрашивание,курица,0.0,0.307239
окрашивание,первооткрыватель,0.0,0.168321
окрашивание,кент,0.0,0.196055
окрашивание,удобрение,0.0,0.419241
окрашивание,свинец,0.0,0.256655
окрашивание,паразит,0.0,0.362931
поисковик,интернет-поисковик,1.0,0.973128
поисковик,ефремов,0.0,0.013275
автокомбинат,автофирма,1.0,0.912964
автокомбинат,автоперевозчик,1.0,0.923264
автокомбинат,автовокзал,1.0,0.822270
автокомбинат,автобаза,1.0,0.833687
автокомбинат,автоцентр,1.0,0.928188
автокомбинат,перевозчик,1.0,0.787456
автокомбинат,автопредприятие,1.0,0.925738
автокомбинат,март,0.0,0.229255
автокомбинат,мир,0.0,0.245052
автокомбинат,школа,0.0,0.304168
автокомбинат,апрель,0.0,0.225328
автокомбинат,страна,0.0,0.142881
автокомбинат,член,0.0,0.284616
автокомбинат,ноябрь,0.0,0.123355
мускул,мускулатура,1.0,0.956219
мускул,мышца,1.0,0.968827
мускул,кукла,0.0,0.237363
мускул,пирамида,0.0,0.294619
зачитывание,зачтение,1.0,0.929425
зачитывание,говорение,1.0,0.762815
зачитывание,отход,0.0,0.483010
зачитывание,поправка,0.0,0.346416
девчата,дивчина,1.0,0.939426
девчата,ребята,1.0,0.817568
девчата,женщина,1.0,0.844710
девчата,барышня,1.0,0.935055
девчата,девушка,1.0,0.960031
девчата,девица,1.0,0.920019
девчата,гостиница,0.0,0.267140
девчата,экзамен,0.0,0.203374
девчата,фортепиано,0.0,0.255776
девчата,сказка,0.0,0.284163
девчата,сосед,0.0,0.366996
девчата,поп,0.0,0.419221
ипсуич,городок,1.0,0.793603
ипсуич,иерархия,0.0,0.378574
спокойствие,выдержанность,1.0,0.861822
спокойствие,равновесие,1.0,0.939931
спокойствие,настрой,1.0,0.645406
спокойствие,настроение,1.0,0.812591
спокойствие,некролог,0.0,0.404333
спокойствие,луара,0.0,0.005651
спокойствие,ратификация,0.0,0.006274
спокойствие,болтон,0.0,0.014552
ящик,сундук,1.0,0.814919
ящик,кобылка,0.0,0.378191
обострение,утончение,1.0,0.617092
обострение,вокалистка,0.0,0.320326
гидрометслужба,гидромет,1.0,0.950067
гидрометслужба,гидрометеослужба,1.0,0.949735
гидрометслужба,служба,1.0,0.712986
гидрометслужба,метеосистема,1.0,0.870448
гидрометслужба,метеослужба,1.0,0.909347
гидрометслужба,гидрометобеспечение,1.0,0.929677
гидрометслужба,метеобюро,1.0,0.886004
гидрометслужба,ломоносов,0.0,0.010111
гидрометслужба,тяга,0.0,0.004656
гидрометслужба,доставка,0.0,0.166791
гидрометслужба,иосиф,0.0,0.016809
гидрометслужба,аэс,0.0,0.460379
гидрометслужба,федоров,0.0,0.030903
гидрометслужба,пролив,0.0,0.505972
взаимозависимость,взаимодействие,1.0,0.922119
взаимозависимость,взаимовлияние,1.0,0.925164
взаимозависимость,взаимосвязь,1.0,0.688474
взаимозависимость,индия,0.0,0.023060
взаимозависимость,сотня,0.0,0.008340
взаимозависимость,охрана,0.0,0.266990
богослов,ученый-богослов,1.0,0.972708
богослов,верующий,1.0,0.783147
богослов,формирование,0.0,0.293057
богослов,зависимость,0.0,0.319055
приступ,проявление,1.0,0.606365
приступ,всплеск,1.0,0.899451
приступ,штурм,1.0,0.943458
приступ,пароксизм,1.0,0.947518
приступ,припадок,1.0,0.951781
приступ,симптоматика,1.0,0.744821
приступ,прислуга,0.0,0.275708
приступ,румын,0.0,0.272445
приступ,снаряд,0.0,0.418232
приступ,сбербанк,0.0,0.002354
приступ,плоть,0.0,0.488328
приступ,подлинность,0.0,0.263827
старость,возраст,1.0,0.616609
старость,одеяние,0.0,0.355869
граната,снаряд,1.0,0.686119
граната,плацдарм,0.0,0.515291
война,военный,1.0,0.922456
война,алушта,0.0,0.353602
доказательность,убедительность,1.0,0.949090
доказательность,пациент,0.0,0.295542
муфта,соединитель,1.0,0.575583
муфта,деталька,1.0,0.550512
муфта,александров,0.0,0.008886
муфта,грязь,0.0,0.499681
ухо,ушко,1.0,0.942731
ухо,всеволодович,0.0,0.004641
культ,обожание,1.0,0.838918
культ,преклонение,1.0,0.897094
культ,обоготворение,1.0,0.624914
культ,станислава,0.0,0.008219
культ,сталинград,0.0,0.216204
культ,мехико,0.0,0.307620
пробирка,емкость,1.0,0.804618
пробирка,аномалия,0.0,0.012814
кровотечение,кровопотеря,1.0,0.925727
кровотечение,истечение,1.0,0.801312
кровотечение,кровоизлияние,1.0,0.823165
кровотечение,гематома,1.0,0.808638
кровотечение,геморрагия,1.0,0.923641
кровотечение,кровища,1.0,0.878041
кровотечение,коридор,0.0,0.307100
кровотечение,кевин,0.0,0.007764
кровотечение,произношение,0.0,0.255961
кровотечение,сура,0.0,0.400556
кровотечение,нил,0.0,0.403084
кровотечение,олень,0.0,0.344868
утеха,утешение,1.0,0.951053
утеха,развлечение,1.0,0.876889
утеха,предмет,1.0,0.438743
утеха,занятие,1.0,0.460131
утеха,времяпрепровождение,1.0,0.565055
утеха,дело,1.0,0.445954
утеха,веселье,1.0,0.610593
утеха,дельце,1.0,0.447555
утеха,деятельность,1.0,0.453356
утеха,баловство,1.0,0.680241
утеха,катание,1.0,0.536000
утеха,времяпровождение,1.0,0.566323
утеха,элегия,0.0,0.046792
утеха,печатание,0.0,0.231494
утеха,переводчица,0.0,0.413231
утеха,книгопечатание,0.0,0.329984
утеха,босфор,0.0,0.168228
утеха,инквизиция,0.0,0.180830
утеха,рабыня,0.0,0.332783
утеха,пряность,0.0,0.420320
утеха,иоаким,0.0,0.011159
утеха,апраксин,0.0,0.004759
утеха,трата,0.0,0.035617
утеха,поучение,0.0,0.273803
отверждение,отвердение,1.0,0.916908
отверждение,застывание,1.0,0.816449
отверждение,затвердевание,1.0,0.793787
отверждение,вакуум,0.0,0.300666
отверждение,амин,0.0,0.018133
отверждение,катализатор,0.0,0.375371
озноб,эмоция,1.0,0.742059
озноб,переживание,1.0,0.694940
озноб,трясение,1.0,0.714002
озноб,ощущение,1.0,0.765519
озноб,дрожь,1.0,0.796012
озноб,чувство,1.0,0.765256
озноб,трясучка,1.0,0.640046
озноб,коза,0.0,0.353690
озноб,миссисипи,0.0,0.236863
озноб,взаимосвязь,0.0,0.010920
озноб,созревание,0.0,0.401444
озноб,муха,0.0,0.298468
озноб,пена,0.0,0.345953
озноб,стул,0.0,0.371624
распря,нелады,1.0,0.926235
распря,раздор,1.0,0.895797
распря,трение,1.0,0.272161
распря,разлад,1.0,0.929199
распря,разброд,1.0,0.907993
распря,неполадки,1.0,0.886822
распря,феодосия,0.0,0.228047
распря,властитель,0.0,0.335236
распря,вице-король,0.0,0.018136
распря,диверсия,0.0,0.239229
распря,иоахим,0.0,0.017160
распря,палеолит,0.0,0.012801
ремарка,объяснение,1.0,0.780113
ремарка,примечание,1.0,0.941786
ремарка,манн,0.0,0.038462
ремарка,быстрота,0.0,0.260600
буксир,толкач-буксир,1.0,0.971848
буксир,соглашение,0.0,0.233791
служитель,служительница,1.0,0.964927
служитель,перечисление,0.0,0.282863
ментальность,менталитет,1.0,0.967512
ментальность,оптимистичность,1.0,0.773072
ментальность,пессимистичность,1.0,0.771685
ментальность,аристократия,0.0,0.267494
ментальность,накопление,0.0,0.278424
ментальность,добро,0.0,0.354415
норма,мера,1.0,0.943526
норма,водопад,0.0,0.325938
каприз,желание,1.0,0.804567
каприз,пунтик,1.0,0.850349
каприз,бзик,1.0,0.914824
каприз,пожелание,1.0,0.792492
каприз,фантазия,1.0,0.962403
каприз,иск,0.0,0.414427
каприз,роджер,0.0,0.022045
каприз,васильев,0.0,0.013156
каприз,петровна,0.0,0.008110
каприз,маргарита,0.0,0.031492
теплоэнергетика,энергокомплекс,1.0,0.815178
теплоэнергетика,билайн,0.0,0.013774
ощущение,экстрасенсорность,1.0,0.428912
ощущение,нюх,1.0,0.633233
ощущение,чутье,1.0,0.639245
ощущение,интуиция,1.0,0.637721
ощущение,чувство,1.0,0.970173
ощущение,экстрасенсорика,1.0,0.447827
ощущение,жизнеощущение,1.0,0.668540
ощущение,ментальность,1.0,0.629825
ощущение,жжение,1.0,0.487950
ощущение,подсознательность,1.0,0.602896
ощущение,лицезрение,1.0,0.484403
ощущение,менталитет,1.0,0.624584
ощущение,вкус,1.0,0.654012
ощущение,мировосприятие,1.0,0.629178
ощущение,боль,1.0,0.701608
ощущение,видение,1.0,0.674260
ощущение,умонастроение,1.0,0.633496
ощущение,объектив,0.0,0.352776
ощущение,вилли,0.0,0.006421
ощущение,предыстория,0.0,0.026621
ощущение,ксения,0.0,0.012141
ощущение,дочка,0.0,0.364872
ощущение,родригес,0.0,0.006109
ощущение,вильям,0.0,0.009385
ощущение,рок-н-ролл,0.0,0.304572
ощущение,упрощение,0.0,0.405899
ощущение,вильно,0.0,0.260026
ощущение,лектор,0.0,0.260316
ощущение,шотландец,0.0,0.235433
ощущение,хореограф,0.0,0.322295
ощущение,цру,0.0,0.006230
ощущение,антарктида,0.0,0.241034
ощущение,джеффри,0.0,0.014806
ощущение,грэм,0.0,0.011366
разочарование,переживание,1.0,0.638086
разочарование,разочарованность,1.0,0.937170
разочарование,ощущение,1.0,0.613514
разочарование,ангел,0.0,0.327953
разочарование,вертолет,0.0,0.363171
разочарование,член-корреспондент,0.0,0.222681
косточка,ребрышко,1.0,0.629321
косточка,бивень,1.0,0.604636
косточка,клык,1.0,0.611851
косточка,ключица,1.0,0.719599
косточка,ребро,1.0,0.770444
косточка,челюсть,1.0,0.799203
косточка,лопатка,1.0,0.630042
косточка,ткань,1.0,0.585589
косточка,скула,1.0,0.760068
косточка,столовая,0.0,0.359825
косточка,живот,0.0,0.399835
косточка,очистка,0.0,0.445794
косточка,синдром,0.0,0.393822
косточка,примесь,0.0,0.241783
косточка,туман,0.0,0.226247
косточка,тычинка,0.0,0.442645
косточка,лепесток,0.0,0.463197
косточка,филиппины,0.0,0.257836
хрупкость,субтильность,1.0,0.658581
хрупкость,непрочность,1.0,0.929540
хрупкость,кипение,0.0,0.315062
хрупкость,кобальт,0.0,0.018725
упырь,вурдалак,1.0,0.953311
упырь,вампир,1.0,0.962969
упырь,вампирский,1.0,0.956135
упырь,логово,0.0,0.373883
упырь,таверна,0.0,0.021583
упырь,путник,0.0,0.032787
деталь,поршень,1.0,0.575338
деталь,рукоятка,1.0,0.542581
деталь,орудие,1.0,0.702337
деталь,цепочка,1.0,0.676624
деталь,уплотнитель,1.0,0.542354
деталь,якорь,1.0,0.563603
деталь,информация,1.0,0.718874
деталь,ротор,1.0,0.577557
деталь,сальник,1.0,0.581181
деталь,уголок,1.0,0.562731
деталь,ложе,1.0,0.552944
деталь,полотно,1.0,0.717206
деталь,палец,1.0,0.621278
деталь,вал,1.0,0.644767
деталь,часть,1.0,0.534411
деталь,узел,1.0,0.784676
деталь,автокомпонент,1.0,0.100453
деталь,сведение,1.0,0.378746
деталь,регистр,1.0,0.518411
деталь,запальник,1.0,0.537382
деталь,лопатка,1.0,0.537622
деталь,челнок,1.0,0.609387
деталь,барабан,1.0,0.567887
деталь,курок,1.0,0.621069
деталь,тематика,0.0,0.042938
деталь,луи,0.0,0.005349
деталь,семя,0.0,0.271634
деталь,близость,0.0,0.235917
деталь,настоятель,0.0,0.004233
деталь,избрание,0.0,0.184510
деталь,оон,0.0,0.004488
деталь,потребность,0.0,0.283634
деталь,диалект,0.0,0.007507
деталь,гран-при,0.0,0.146356
деталь,фунт,0.0,0.198547
деталь,турист,0.0,0.035249
деталь,коммунист,0.0,0.007642
деталь,яков,0.0,0.006074
деталь,балл,0.0,0.217337
деталь,местечко,0.0,0.441039
деталь,чемпионка,0.0,0.263447
деталь,бакалавр,0.0,0.268042
деталь,усср,0.0,0.006346
деталь,визит,0.0,0.299155
деталь,большевик,0.0,0.162378
деталь,зачет,0.0,0.408001
деталь,пьер,0.0,0.012408
деталь,переправа,0.0,0.453511
пропагандист,распространитель,1.0,0.584712
пропагандист,распространительница,1.0,0.564280
пропагандист,натюрморт,0.0,0.445976
пропагандист,порт,0.0,0.297437
хартия,декларация,1.0,0.940015
хартия,паства,0.0,0.331420
четверть,четвертушка,1.0,0.901249
четверть,четверть,1.0,0.988898
четверть,четвертной,1.0,0.846951
четверть,четвертинка,1.0,0.903439
четверть,квартал,1.0,0.725734
четверть,квартальный,1.0,0.705590
четверть,экспрессионизм,0.0,0.024620
четверть,крипта,0.0,0.013558
четверть,йоханнесбург,0.0,0.363912
четверть,сакраменто,0.0,0.262029
четверть,религия,0.0,0.018424
четверть,шерман,0.0,0.013629
райсуд,райнарсуд,1.0,0.919422
райсуд,главарь,0.0,0.135199
торжественность,торжество,1.0,0.938166
торжественность,магдалина,0.0,0.009802
доминион,колония,1.0,0.757566
доминион,эрик,0.0,0.011228
чужестранец,иностранка,1.0,0.923259
чужестранец,чужеземец,1.0,0.954839
чужестранец,гражданин,1.0,0.753575
чужестранец,иноземец,1.0,0.930302
чужестранец,иностранец,1.0,0.946422
чужестранец,настойчивость,0.0,0.277559
чужестранец,позволение,0.0,0.427194
чужестранец,объятие,0.0,0.280808
чужестранец,диодор,0.0,0.022115
чужестранец,ночлег,0.0,0.354224
довесок,дополнение,1.0,0.664701
довесок,добавка,1.0,0.736052
довесок,кусочек,1.0,0.707383
довесок,привесок,1.0,0.930096
довесок,кусок,1.0,0.548980
довесок,эндрю,0.0,0.008935
довесок,пар,0.0,0.330789
довесок,песнь,0.0,0.010068
довесок,шпион,0.0,0.019030
довесок,канон,0.0,0.004248
прибывание,прибыль,1.0,0.930817
прибывание,подрастание,1.0,0.714607
прибывание,сеньория,0.0,0.010367
прибывание,гильом,0.0,0.003775
вахтенный,дежурство,1.0,0.607333
вахтенный,публикация,0.0,0.225011
челнок,предпринимательница,1.0,0.724446
челнок,челн,1.0,0.965003
челнок,челночник,1.0,0.913933
челнок,шатл,1.0,0.900607
челнок,челночница,1.0,0.889935
челнок,шаттл,1.0,0.934561
челнок,торговец-челнок,1.0,0.964106
челнок,куинс,0.0,0.005890
челнок,челленджер,0.0,0.035875
челнок,выравнивание,0.0,0.280401
челнок,майдан,0.0,0.059673
челнок,квант,0.0,0.030894
челнок,акация,0.0,0.380186
челнок,землянин,0.0,0.055133
самосовершенствование,совершенствование,1.0,0.673104
самосовершенствование,проституция,0.0,0.375900
урез,свертывание,1.0,0.758670
урез,сворачивание,1.0,0.739356
урез,минимизация,1.0,0.753158
урез,приближение,1.0,0.757455
урез,сжатие,1.0,0.770622
урез,укорочение,1.0,0.773056
урез,уменьшение,1.0,0.666109
урез,урезка,1.0,0.955522
урез,урезание,1.0,0.873847
урез,пихта,0.0,0.024041
урез,лиственница,0.0,0.242100
урез,улан,0.0,0.017656
урез,пробоина,0.0,0.290240
урез,излучина,0.0,0.062834
урез,ольха,0.0,0.028629
урез,поперечник,0.0,0.533062
урез,тянь-шань,0.0,0.253331
урез,дозор,0.0,0.295164
книжка,ужастик,1.0,0.563124
книжка,брошюра,1.0,0.800428
книжка,книга,1.0,0.965780
книжка,сборник,1.0,0.791142
книжка,брошюрка,1.0,0.813710
книжка,альманах,1.0,0.601320
книжка,монография,1.0,0.770558
книжка,многотомник,1.0,0.747927
книжка,книжечка,1.0,0.948988
книжка,том,1.0,0.712972
книжка,сборничек,1.0,0.601983
книжка,словарь,1.0,0.634658
книжка,томик,1.0,0.788321
книжка,словарик,1.0,0.754670
книжка,триллер,1.0,0.741016
книжка,текст,1.0,0.729513
книжка,лапа,0.0,0.188307
книжка,череда,0.0,0.039965
книжка,секс,0.0,0.413156
книжка,референдум,0.0,0.283447
книжка,женщина,0.0,0.028391
книжка,кристофер,0.0,0.008927
книжка,фредерик,0.0,0.015056
книжка,луиза,0.0,0.022212
книжка,девиз,0.0,0.032259
книжка,смещение,0.0,0.160745
книжка,богдан,0.0,0.008543
книжка,сахар,0.0,0.362140
книжка,заселение,0.0,0.347942
книжка,катер,0.0,0.236719
книжка,алекс,0.0,0.026577
книжка,шах,0.0,0.383765
воспоминание,память,1.0,0.884365
воспоминание,образ,1.0,0.742547
воспоминание,племя,0.0,0.243270
воспоминание,огонь,0.0,0.380718
мультфильм,фильм,1.0,0.880869
мультфильм,прошлое,0.0,0.335974
фронт,жилкомхоз,1.0,0.697264
фронт,передок,1.0,0.681264
фронт,пбу,1.0,0.668646
фронт,тайнопись,1.0,0.672740
фронт,занятие,1.0,0.618390
фронт,техника,1.0,0.686955
фронт,делопроизводство,1.0,0.685495
фронт,правоохранение,1.0,0.672144
фронт,криптология,1.0,0.684976
фронт,строй,1.0,0.786522
фронт,спорт,1.0,0.703020
фронт,транспорт,1.0,0.724328
фронт,бухучет,1.0,0.672851
фронт,финансы,1.0,0.685440
фронт,соцсфера,1.0,0.690142
фронт,администрирование,1.0,0.674567
фронт,наука,1.0,0.718326
фронт,назначение,1.0,0.701934
фронт,счетоводство,1.0,0.677802
фронт,социалка,1.0,0.681485
фронт,рынок,1.0,0.725150
фронт,поприще,1.0,0.943784
фронт,криптография,1.0,0.682082
фронт,физкультура,1.0,0.680745
фронт,ветеринария,1.0,0.672862
фронт,отрасль,1.0,0.844366
фронт,рекламирование,1.0,0.687974
фронт,физвоспитание,1.0,0.680482
фронт,космонавтика,1.0,0.686528
фронт,реклама,1.0,0.686536
фронт,жилкомхозяйство,1.0,0.681112
фронт,коммуналка,1.0,0.688641
фронт,быт,1.0,0.696923
фронт,менеджмент,1.0,0.688967
фронт,техносфера,1.0,0.700376
фронт,жкх,1.0,0.676011
фронт,астрология,1.0,0.683466
фронт,позиция,1.0,0.469413
фронт,арена,1.0,0.877686
фронт,сектор,1.0,0.729783
фронт,поле,1.0,0.910508
фронт,дело,1.0,0.888563
фронт,подотрасль,1.0,0.800928
фронт,сервис,1.0,0.687742
фронт,предназначенность,1.0,0.671668
фронт,культура,1.0,0.713611
фронт,астронавтика,1.0,0.676201
фронт,пробирование,1.0,0.674359
фронт,правоприменение,1.0,0.673315
фронт,функция,1.0,0.679287
фронт,литература,1.0,0.700075
фронт,производство,1.0,0.692217
фронт,шеренга,1.0,0.782138
фронт,экономика,1.0,0.723669
фронт,нива,1.0,0.898229
фронт,медицина,1.0,0.706262
фронт,правоохрана,1.0,0.674988
фронт,судопроизводство,1.0,0.693356
фронт,инженерия,1.0,0.680907
фронт,граница,1.0,0.810108
фронт,аэронавтика,1.0,0.685295
фронт,деятельность,1.0,0.645853
фронт,сегмент,1.0,0.700823
фронт,авиация,1.0,0.753034
фронт,радиотехника,1.0,0.691391
фронт,бухгалтерия,1.0,0.680467
фронт,дельце,1.0,0.595978
фронт,останкино,0.0,0.277235
фронт,пересчет,0.0,0.333541
фронт,докладчик,0.0,0.211871
фронт,бернардо,0.0,0.005040
фронт,пикассо,0.0,0.009622
фронт,чек,0.0,0.338295
фронт,шнур,0.0,0.044486
фронт,семеновна,0.0,0.026950
фронт,либерализация,0.0,0.244411
фронт,марфа,0.0,0.021422
фронт,эстремадура,0.0,0.010608
фронт,руно,0.0,0.024939
фронт,захария,0.0,0.011463
фронт,мурад,0.0,0.022514
фронт,модуляция,0.0,0.013658
фронт,специя,0.0,0.260048
фронт,будка,0.0,0.320272
фронт,риа,0.0,0.024996
фронт,палмер,0.0,0.006386
фронт,стелла,0.0,0.011232
фронт,токугава,0.0,0.015986
фронт,поповка,0.0,0.019196
фронт,иов,0.0,0.014432
фронт,сава,0.0,0.290482
фронт,инок,0.0,0.019133
фронт,кыргызстан,0.0,0.489703
фронт,петропавловск,0.0,0.348222
фронт,харальд,0.0,0.029325
фронт,конгломерат,0.0,0.325152
фронт,миша,0.0,0.031203
фронт,инна,0.0,0.026277
фронт,клавдий,0.0,0.018957
фронт,грязь,0.0,0.397862
фронт,потоцкий,0.0,0.032079
фронт,ярославич,0.0,0.024665
фронт,сюзерен,0.0,0.045217
фронт,наумов,0.0,0.034418
фронт,ющенко,0.0,0.022722
фронт,помощница,0.0,0.204197
фронт,овал,0.0,0.473340
фронт,краснов,0.0,0.054125
фронт,претор,0.0,0.020546
фронт,палаццо,0.0,0.286292
фронт,тоо,0.0,0.251677
фронт,ожерелие,0.0,0.001634
фронт,паз,0.0,0.070933
фронт,карп,0.0,0.020852
фронт,дека,0.0,0.065746
фронт,траян,0.0,0.015402
фронт,тайфун,0.0,0.496910
фронт,духовность,0.0,0.014201
фронт,вернадский,0.0,0.027816
фронт,зернов,0.0,0.017176
фронт,артемий,0.0,0.027603
фронт,мультипликатор,0.0,0.303871
фронт,баранов,0.0,0.026747
фронт,аккаунт,0.0,0.065728
фронт,валентинович,0.0,0.023773
фронт,баторий,0.0,0.026148
фронт,виталия,0.0,0.031191
фронт,саха,0.0,0.380604
фронт,кам,0.0,0.023793
фронт,беднота,0.0,0.289826
фронт,тюлень,0.0,0.511249
фронт,ишим,0.0,0.408263
фронт,шоколад,0.0,0.299839
фронт,вольность,0.0,0.443769
презрение,пренебрежение,1.0,0.891644
презрение,верона,0.0,0.322006
изувер,зверь,1.0,0.950399
изувер,очевидец,0.0,0.382557
контроль,контролирование,1.0,0.919089
